epoch,bce,kld,loss,l1,RMSE
1,0.00288129124322783,0.0005936473996947154,0.003178114943982743,6.0618476912712875,
2,0.0013188325300085933,0.0005936642869441176,0.0016156646786932784,9.740800802641585,
3,0.0011967535412161431,0.0005815412516820866,0.0014875241652575891,11.567779211601469,
4,0.00110897041774337,0.0005862606336364646,0.0014021007340651616,13.099295713754097,
5,0.0010491266984667287,0.000584310436966831,0.0013412819179430254,14.470219711759198,
6,0.0010219056926010404,0.0005784788369280554,0.0013111451132369956,15.632304157021203,
7,0.0009976725250647378,0.0005768015743670131,0.001286073312062079,16.595835988709666,
8,0.000966179753412435,0.000575830505144145,0.0012540950066050583,17.35552906939216,
9,0.0009625118823030959,0.0005733253339232047,0.0012491745487062027,18.062985483263095,
10,0.0009333141370743974,0.0005712295116147777,0.0012189288959224848,18.730202087207136,
11,0.0008761872525519526,0.000565767468912388,0.001159070987256367,19.36155531096306,
12,0.0008677042070537932,0.0005660740960724969,0.0011507412530422242,19.940361600440703,
13,0.0008526021401945955,0.0005646043719956155,0.0011349043261303482,20.336758184534656,
14,0.0008509199199294533,0.0005646128085072536,0.0011332263280925499,20.592764868665096,
15,0.000847107550349714,0.0005663195965009362,0.0011302673497171735,20.720629856784715,
16,0.0008410345592937157,0.0005641036445020772,0.0011230863803036526,20.921051342604258,
17,0.000831814585323098,0.0005659020998811067,0.0011147656331537787,21.050723289375874,
18,0.0008316021571472002,0.0005669371439153945,0.0011150707269329697,21.035062566240715,
19,0.000818028296805672,0.0005672453773090802,0.0011016509867013136,21.157406585302944,
20,0.0008132283956602788,0.0005680027979809338,0.0010972297929132035,21.26714507145668,
21,0.0007867601935688191,0.0005684249569227033,0.0010709726725266116,21.389610628075182,
22,0.0007751973400235986,0.0005708483061683711,0.0010606214939765553,21.652367284811383,
23,0.0007761763918872819,0.0005690375585476362,0.001060695169485613,21.913749434546368,
24,0.0007705051610286016,0.0005715383877749366,0.001056274358204989,22.06927831035687,
25,0.0007690648148173907,0.000571167371151393,0.0010546484995863712,22.13768491358645,
26,0.0007647461603397627,0.0005711440798957576,0.0010503182019631285,22.238163588143614,
27,0.0007661848866652801,0.0005721446713244022,0.001052257224623519,22.256020177910322,
28,0.0007605375874706153,0.0005722256700770417,0.001046650420709539,22.358008569745873,
29,0.0007588589923388795,0.0005725731102398225,0.0010451455477690661,22.43199823863471,
30,0.000758837573284875,0.0005734075766318897,0.0010455413644553534,22.47071985191882,
31,0.0007428850257284701,0.0005739328554714285,0.0010298514571874889,22.5612669296102,
32,0.000736115279538966,0.0005747086444456599,0.0010234696039957787,22.685711935893305,
33,0.0007345039446625723,0.00057620712099716,0.0010226075044785466,22.801443535127618,
34,0.0007315282555999977,0.0005758800048645197,0.0010194682578460923,22.925223100414154,
35,0.0007328476475329319,0.0005759320484706636,0.0010208136688516752,23.02097405960311,
36,0.0007304641743824045,0.0005763536773379773,0.001018641012058512,23.114723705787902,
37,0.0007302855603895319,0.0005768763728247189,0.0010187237437611926,23.189106748048175,
38,0.0007260900319937164,0.0005774944098537236,0.001014837237479074,23.26906386418129,
39,0.0007260379146661426,0.0005773615695462664,0.0010147186998736614,23.346515025157156,
40,0.0007260560546058423,0.0005773903913984595,0.001014751253593991,23.406781410103413,
41,0.0007179951797158066,0.0005788370481144184,0.0010074137052002825,23.48534830496001,
42,0.0007153241937336668,0.0005797651758455216,0.001005206783580135,23.546534267824086,
43,0.0007156423164724207,0.0005790252432868536,0.0010051549373091316,23.62572700890905,
44,0.000711523196987633,0.0005801464731334401,0.001001596432685582,23.692282113439237,
45,0.0007120605816554302,0.0005801921593211988,0.0010021566609436992,23.73807464632144,
46,0.0007111818712355613,0.0005801048639641483,0.0010012342989978902,23.798557045617336,
47,0.0007117729927442952,0.000580007596604669,0.0010017767896814181,23.8436944957481,
48,0.0007121829855402729,0.0005803833992879734,0.0010023746873561873,23.911204486513444,
49,0.0007094226339196504,0.0005802799079285216,0.000999562591855436,23.952214137323374,
50,0.0007097959514212872,0.0005801535470397281,0.0009998727236379948,23.994209769438072,
51,0.000706195740077867,0.0005799417965052558,0.000996166637647889,24.033684273010124,
52,0.0007028756078644427,0.000581012996681122,0.0009933821065152791,24.075135428259877,
53,0.0007026384100327884,0.0005813442409656115,0.000993310528715997,24.112922147901326,
54,0.0007013531727170242,0.0005818097070276515,0.000992258022879876,24.152873033145344,
55,0.000703372046483486,0.0005822177651945923,0.0009944809288946169,24.182745846095624,
56,0.0007021337427866103,0.0005817033696983224,0.00099298542627056,24.216589148873204,
57,0.0007010134371883198,0.000581732875645669,0.0009918798752593747,24.253015453119012,
58,0.0007006881921403189,0.0005821040228330917,0.0009917402015711023,24.285135675849183,
59,0.0006970315554818666,0.0005820990226833202,0.0009880810659547556,24.325028653338013,
60,0.0006996990810247706,0.0005828340788300374,0.0009911161206259545,24.35395064282773,
61,0.0006972763468690122,0.0005827483730758034,0.0009886505323519776,24.380143293693884,
62,0.0006963786364260957,0.0005829503553967153,0.0009878538139382882,24.40698395100738,
63,0.0006966965732478432,0.0005828511248628643,0.0009881221354931101,24.428843508397083,
64,0.0006962753913011838,0.0005826863495241811,0.0009876185668699904,24.4445543431524,
65,0.0006945639967110191,0.0005829673879015356,0.0009860476904135667,24.46999029310019,
66,0.0006983232323769361,0.0005831066489235552,0.0009898765557217223,24.496587147336523,
67,0.0006951233683608727,0.0005834574388193169,0.0009868520875223109,24.52048153663749,
68,0.0006947434906448637,0.0005834618660766306,0.0009864744240555094,24.546521339335168,
69,0.0006934892425168631,0.0005839588569858467,0.0009854686711338967,24.567312862827325,
70,0.00069416400049128,0.0005835497056566941,0.000985938849161937,24.58826228143818,
71,0.0006947895482943049,0.0005838123514060813,0.0009866957233767948,24.60373796735491,
72,0.000693946987065846,0.0005839468725373163,0.00098592042401711,24.619141922322417,
73,0.000693291247606889,0.0005838684077416338,0.0009852254525946973,24.629066727563007,
74,0.0006926934467380378,0.0005837138644161461,0.0009845503809939283,24.642117770750133,
75,0.000691576331391184,0.0005834989379029045,0.0009833257999082507,24.653188790848006,
76,0.0006944140404967198,0.0005838946844669564,0.0009863613805582703,24.66777194334246,
77,0.0006919077542701811,0.0005838016572066827,0.0009838085794604933,24.677501922477283,
78,0.0006917815699901328,0.0005837565952929844,0.0009836598674504598,24.69217758748069,
79,0.0006913958427144774,0.0005836775520198874,0.0009832346189105863,24.70642781206794,
80,0.0006906880463695904,0.0005840761095547536,0.0009827261036291703,24.71960065715603,
81,0.0006911806707113568,0.0005843194715652877,0.0009833404055631745,24.728852054457676,
82,0.0006921916546276225,0.000584493159502149,0.0009844382358059638,24.731141783789532,
83,0.0006892118099848551,0.0005841829108078279,0.0009813032663816502,24.7415505594282,
84,0.0006918731266692249,0.0005840069250956273,0.0009838765914510213,24.748064329883437,
85,0.0006907368199214705,0.0005840245226739661,0.000982749083244216,24.75824657838736,
86,0.0006921822921301463,0.0005842399803786548,0.000984302282691804,24.762721706300912,
87,0.0006904638231372528,0.0005841308770063859,0.0009825292599649588,24.7702514225486,
88,0.0006940216254214568,0.00058440338653415,0.0009862233178197606,24.77473947488423,
89,0.0006918908195641598,0.000584544522736444,0.0009841630814908776,24.781621648304498,
90,0.000691665982110684,0.000584430213687993,0.0009838810859760369,24.786672449823637,
91,0.0006898702596371838,0.0005845299920440515,0.0009821352541698877,24.79436458758454,
92,0.0006912645268520075,0.0005844195335130416,0.000983474294229079,24.797733534627884,
93,0.0006892202350783593,0.0005843533485480495,0.0009813969123310276,24.802402451602635,
94,0.0006914725906944383,0.0005845828305757138,0.0009837640045550285,24.804610689565827,
95,0.0006915239674567398,0.0005846044974776902,0.0009838262142718775,24.809594282463415,
96,0.0006888817802423051,0.0005845177498187369,0.0009811406549034532,24.812461202332713,
97,0.0006880031524797969,0.0005844563969583717,0.0009802313490973305,24.81585101633946,
98,0.0006889198510311861,0.0005844218726170613,0.0009811307852918994,24.8210788230652,
99,0.0006913789919069183,0.0005843249417202019,0.0009835414640081209,24.824444724044312,
100,0.000690599776747853,0.0005844056076094159,0.0009828025820418826,24.826863461720155,
